id,dealer,date,year,make,model,trim,trim_exact,mileage,price,description,condition,drive,days_on_lot,searchcity,url
273,autoTrader,1/30/2023,2021,Chevrolet,Blazer,Certified 2021 Chevrolet Blazer LT,Unknown,11341,30290,Certified 2021 Chevrolet Blazer LT,New,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=659481541&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
274,autoTrader,1/30/2023,2018,Chevrolet,Silverado 1500 LT,Certified 2018 Chevrolet Silverado 1500 LT w/ All Star Edition,Unknown,39300,30960,Certified 2018 Chevrolet Silverado 1500 LT w/ All Star Edition,New,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665134164&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
275,autoTrader,1/30/2023,2019,Chevrolet,Blazer,Certified 2019 Chevrolet Blazer LT,Unknown,16485,31445,Certified 2019 Chevrolet Blazer LT,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666634091&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
276,autoTrader,1/30/2023,2022,Chevrolet,Traverse,Certified 2022 Chevrolet Traverse LS,LS,10143,32960,Certified 2022 Chevrolet Traverse LS,New,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666118352&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
277,autoTrader,1/30/2023,2022,Chevrolet,Blazer,Certified 2022 Chevrolet Blazer LT,Unknown,7081,33290,Certified 2022 Chevrolet Blazer LT,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=657797436&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
278,autoTrader,1/30/2023,2021,Chevrolet,Traverse,Certified 2021 Chevrolet Traverse LT,Unknown,13845,34730,Certified 2021 Chevrolet Traverse LT,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669040639&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
279,autoTrader,1/30/2023,2020,Chevrolet,Traverse,Certified 2020 Chevrolet Traverse RS,Unknown,35361,37960,Certified 2020 Chevrolet Traverse RS,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663215775&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
280,autoTrader,1/30/2023,2019,Chevrolet,Corvette,Certified 2019 Chevrolet Corvette Grand Sport,Sport,27099,61990,Certified 2019 Chevrolet Corvette Grand Sport,New,2 wheel drive - rear,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=658163478&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
281,autoTrader,1/30/2023,2019,Jeep,Cherokee,Used 2019 Jeep Cherokee Latitude Plus,Unknown,13781,23900,Used 2019 Jeep Cherokee Latitude Plus,Used,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664086006&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
282,autoTrader,1/30/2023,2018,Mercedes,Glc,Used 2018 Mercedes-Benz GLC 300 4MATIC,Unknown,34066,29650,Used 2018 Mercedes-Benz GLC 300 4MATIC,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667101249&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
283,autoTrader,1/30/2023,2022,Mini,Cooper,Used 2022 MINI Cooper S w/ Storage Package,S,6695,27995,Used 2022 MINI Cooper S w/ Storage Package,Used,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671336654&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
284,autoTrader,1/30/2023,2020,Mini,Cooper,Used 2020 MINI Cooper Clubman S,S,10062,30995,Used 2020 MINI Cooper Clubman S,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670913014&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
286,autoTrader,1/30/2023,2017,Nissan,Rogue,Used 2017 Nissan Rogue Sport SL,Sport,52823,17553,Used 2017 Nissan Rogue Sport SL,Used,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662212147&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
287,autoTrader,1/30/2023,2018,Hyundai,Tucson,Used 2018 Hyundai Tucson SEL,SEL,28246,20698,Used 2018 Hyundai Tucson SEL,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665212481&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
288,autoTrader,1/30/2023,2022,Nissan,Rogue,Certified 2022 Nissan Rogue SV,Unknown,2623,29498,Certified 2022 Nissan Rogue SV,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668272878&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
289,autoTrader,1/30/2023,2017,Mercedes,E,Used 2017 Mercedes-Benz E 300,Unknown,50951,25685,Used 2017 Mercedes-Benz E 300,Used,2 wheel drive - rear,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665314048&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
290,autoTrader,1/30/2023,2021,Bmw,X3,Certified 2021 BMW X3 w/ Executive Package,Unknown,15993,63983,Certified 2021 BMW X3 w/ Executive Package,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669362670&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
291,autoTrader,1/30/2023,2021,Nissan,Sentra,Certified 2021 Nissan Sentra SR w/ SR Premium Package,Unknown,3203,23390,Certified 2021 Nissan Sentra SR w/ SR Premium Package,New,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666703892&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
292,autoTrader,1/30/2023,2020,Nissan,Rogue,Certified 2020 Nissan Rogue SV,Unknown,17001,24490,Certified 2020 Nissan Rogue SV,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663341064&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
293,autoTrader,1/30/2023,2019,Ford,F150,Used 2019 Ford F150 XLT,XLT,24583,41495,Used 2019 Ford F150 XLT,Used,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667404935&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
294,autoTrader,1/30/2023,2020,Honda,Insight,Used 2020 Honda Insight EX,EX,24805,23999,Used 2020 Honda Insight EX,Used,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670918033&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
295,autoTrader,1/30/2023,2018,Honda,Pilot,Used 2018 Honda Pilot EX-L,EX-L,35603,27999,Used 2018 Honda Pilot EX-L,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670918034&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
296,autoTrader,1/30/2023,2019,GMC,Acadia,Used 2019 GMC Acadia SLE w/ Driver Alert Package I,Unknown,34971,25960,Used 2019 GMC Acadia SLE w/ Driver Alert Package I,Used,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664236279&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
297,autoTrader,1/30/2023,2017,Toyota,Rav4,Used 2017 Toyota RAV4 Platinum,Unknown,26598,26719,Used 2017 Toyota RAV4 Platinum,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668339573&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
298,autoTrader,1/30/2023,2020,Lincoln,Mkz,Used 2020 Lincoln MKZ Reserve w/ Luxury Package,Unknown,22131,31393,Used 2020 Lincoln MKZ Reserve w/ Luxury Package,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=659872281&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
299,autoTrader,1/30/2023,2020,Ford,Explorer,Certified 2020 Ford Explorer XLT w/ Class III Trailer Tow Package,XLT,20455,32192,Certified 2020 Ford Explorer XLT w/ Class III Trailer Tow Package,New,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661724670&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
300,autoTrader,1/30/2023,2021,Ford,Edge,Used 2021 Ford Edge SEL w/ Convenience Package,SEL,630,33712,Used 2021 Ford Edge SEL w/ Convenience Package,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670869816&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=200&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D200&clickType=listing
301,autoTrader,1/30/2023,2020,Ford,Explorer,Certified 2020 Ford Explorer XLT w/ Class III Trailer Tow Package,XLT,20455,32192,Certified 2020 Ford Explorer XLT w/ Class III Trailer Tow Package,New,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661724670&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
